"RoomCode","LocationCount","DepartmentCount","FACount","Departments","FAs","Locations"
"SS262","58","39","38","100 (MEDICAL / SURGICAL PATIENT CARE UNIT (M/S PCU)); 102 (INTENSIVE CARE PATIENT CARE UNIT (IC PCU)); 104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)); 106 (SMALL HOUSE (SH) MODEL); 110 (MENTAL HEALTH PATIENT CARE UNIT (MH PCU)); 111 (POLYTRAUMA REHABILITATION CENTER (PRC)); 204 (AUDIOLOGY AND SPEECH-LANGUAGE PATHOLOGY (ASLP) SERVICE); 206 (VETERANS CANTEEN SERVICE (VCS)); 212 (PULMONARY MEDICINE SERVICE); 222 (DENTAL SERVICE); 226 (ELECTROENCEPHALOGRAPHY (EEG) LABORATORY); 230 (ENGINEERING SERVICE); 233 (EYE CLINIC: OPHTHALMOLOGY AND OPTOMETRY SERVICES); 240 (PATHOLOGY AND LABORATORY MEDICINE SERVICE); 254 (NURSING SERVICE ADMINISTRATION); 256 (EMERGENCY DEPARTMENT (ED)); 257 (URGENT CARE); 258 (WOMEN VETERANS CLINICAL SERVICE (WVCS) (FOR MODELS 2 AND 3)); 268 (PHARMACY SERVICE); 269 (RECREATION THERAPY SERVICE); 270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE); 274 (QUARTERS ON-CALL); 277 (RADIATION THERAPY SERVICE); 278 (RESEARCH AND DEVELOPMENT (R&D)); 279 (POLICE SERVICE); 284 (LOGISTICS SERVICE); 285 (STERILE PROCESSING SERVICE); 286 (SURGICAL / ENDOVASCULAR SERVICES); 287 (GASTROINTESTINAL / ENDOSCOPY SERVICE); 290 (VOLUNTARY SERVICE); 295 (IMAGING SERVICES); 308 (PROSTHETICS AND SENSORY AIDS SERVICE); 312 (MENTAL HEALTH RESIDENT CARE UNIT (MH RCU)); 316 (DIALYSIS CENTER); 400 (LIBRARY SERVICE); 402 (EDUCATIONAL FACILITIES); 408 (ENVIRONMENTAL MANAGEMENT SERVICE (EMS) LAUNDRY AND LINEN OPERATION); ""410 (ENVIRONMENTAL MANAGEMENT SERVICE (EMS) LOCKERS, LOUNGES, TOILETS AND SHOWERS)""; 420 (CHILDCARE / DEVELOPMENT CENTER)","CLINICAL STAFF AREA; INTENSIVE CARE PATIENT UNIT STAFF AND ADMINISTRATIVE AREA; SCI/D CENTER ACUTE CARE (AC) STAFF AND ADMINISTRATIVE AREA; SCI/D CENTER LONG TERM CARE (LTC) STAFF AND ADMINISTRATIVE AREA; SCI/D CENTER OUTPATIENT (OP) STAFF AND ADMINISTRATIVE AREA; SCI/D CENTER STAFF AND ADMINISTRATIVE AREA; HOUSE STAFF AND ADMINISTRATIVE AREA; COMMUNITY CENTER STAFF AND ADMINISTRATIVE AREA; PATIENT CARE UNIT (PCU) CLINICAL STAFF AREA; PRC PATIENT CARE UNIT STAFF AND ADMINISTRATIVE AREA; PRC RESIDENT CARE UNIT STAFF AND ADMINISTRATIVE AREA; OUTPATIENT UNIT STAFF AND ADMINISTRATIVE AREA; AUDIOLOGY AND SPEECH-LANGUAGE PATHOLOGY STAFF AND ADMINISTRATIVE AREA; STAFF AND ADMINISTRATIVE AREA; STAFF AMD ADMINISTRATIVE AREA; ADMINISTRATIVE AND OPERATIONS AREA; SHOP SUPPORT AREA; OPHTHALMOLOGY SERVICE STAFF AND ADMINISTRATIVE AREA; OPTOMETRY SERVICE STAFF AND ADMINISTRATIVE AREA; OUTPATIENT PHARMACY STAFF AND ADMINISTRATIVE AREA; INPATIENT PHARMACY STAFF AND ADMINISTRATIVE AREA; PMR SVC STAFF AND ADMINISTRATIVE AREA; STAFF AREA; BLR&D SERVICE STAFF AREA; RR&D SERVICE STAFF AREA; CSR&D SERVICE STAFF AREA; HSR&D SERVICE STAFF AREA; VMU STAFF AREA; R&D SUPPORT AREA; INPATIENT (IP) SURGICAL / ENDOVASCULAR PRE-OPERATIVE HOLDING / PHASE II RECOVERY PATIENT AREA; INPATIENT (IP) SURGICAL / ENDOVASCULAR POST ANESTHESIA CARE UNIT (PACU) / PHASE I RECOVERY PATIENT AREA; INPATIENT (IP) SURGICAL / ENDOVASCULAR STAFF AND ADMINISTRATIVE AREA; AMBULATORY SURGERY CENTER (ASC) PRE-OPERATIVE HOLDING / PHASE II RECOVERY PATIENT AREA; AMBULATORY SURGERY CENTER (ASC) POST-ANESTHESIA CARE UNIT (PACU) / PHASE I RECOVERY PATIENT AREA; AMBULATORY SURGERY CENTER (ASC) STAFF AND ADMINISTRATIVE AREA; VOLUNTEER AREA; IMAGING SERVICES STAFF AND ADMINISTRATIVE AREA; LOUNGE AREA","100 (MEDICAL / SURGICAL PATIENT CARE UNIT (M/S PCU)) | CLINICAL STAFF AREA; 102 (INTENSIVE CARE PATIENT CARE UNIT (IC PCU)) | INTENSIVE CARE PATIENT UNIT STAFF AND ADMINISTRATIVE AREA; 104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER ACUTE CARE (AC) STAFF AND ADMINISTRATIVE AREA; 104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER LONG TERM CARE (LTC) STAFF AND ADMINISTRATIVE AREA; 104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER OUTPATIENT (OP) STAFF AND ADMINISTRATIVE AREA; 104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER STAFF AND ADMINISTRATIVE AREA; 106 (SMALL HOUSE (SH) MODEL) | HOUSE STAFF AND ADMINISTRATIVE AREA; 106 (SMALL HOUSE (SH) MODEL) | COMMUNITY CENTER STAFF AND ADMINISTRATIVE AREA; 110 (MENTAL HEALTH PATIENT CARE UNIT (MH PCU)) | PATIENT CARE UNIT (PCU) CLINICAL STAFF AREA; 111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | PRC PATIENT CARE UNIT STAFF AND ADMINISTRATIVE AREA; 111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | PRC RESIDENT CARE UNIT STAFF AND ADMINISTRATIVE AREA; 111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | OUTPATIENT UNIT STAFF AND ADMINISTRATIVE AREA; 204 (AUDIOLOGY AND SPEECH-LANGUAGE PATHOLOGY (ASLP) SERVICE) | AUDIOLOGY AND SPEECH-LANGUAGE PATHOLOGY STAFF AND ADMINISTRATIVE AREA; 206 (VETERANS CANTEEN SERVICE (VCS)) | STAFF AND ADMINISTRATIVE AREA; 212 (PULMONARY MEDICINE SERVICE) | STAFF AND ADMINISTRATIVE AREA; 222 (DENTAL SERVICE) | STAFF AND ADMINISTRATIVE AREA; 226 (ELECTROENCEPHALOGRAPHY (EEG) LABORATORY) | STAFF AMD ADMINISTRATIVE AREA; 230 (ENGINEERING SERVICE) | ADMINISTRATIVE AND OPERATIONS AREA; 230 (ENGINEERING SERVICE) | SHOP SUPPORT AREA; 233 (EYE CLINIC: OPHTHALMOLOGY AND OPTOMETRY SERVICES) | OPHTHALMOLOGY SERVICE STAFF AND ADMINISTRATIVE AREA; 233 (EYE CLINIC: OPHTHALMOLOGY AND OPTOMETRY SERVICES) | OPTOMETRY SERVICE STAFF AND ADMINISTRATIVE AREA; 240 (PATHOLOGY AND LABORATORY MEDICINE SERVICE) | STAFF AND ADMINISTRATIVE AREA; 254 (NURSING SERVICE ADMINISTRATION) | STAFF AND ADMINISTRATIVE AREA; 256 (EMERGENCY DEPARTMENT (ED)) | STAFF AND ADMINISTRATIVE AREA; 257 (URGENT CARE) | STAFF AND ADMINISTRATIVE AREA; 258 (WOMEN VETERANS CLINICAL SERVICE (WVCS) (FOR MODELS 2 AND 3)) | STAFF AND ADMINISTRATIVE AREA; 268 (PHARMACY SERVICE) | OUTPATIENT PHARMACY STAFF AND ADMINISTRATIVE AREA; 268 (PHARMACY SERVICE) | INPATIENT PHARMACY STAFF AND ADMINISTRATIVE AREA; 269 (RECREATION THERAPY SERVICE) | STAFF AND ADMINISTRATIVE AREA; 270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE) | PMR SVC STAFF AND ADMINISTRATIVE AREA; 274 (QUARTERS ON-CALL) | STAFF AREA; 277 (RADIATION THERAPY SERVICE) | STAFF AND ADMINISTRATIVE AREA; 278 (RESEARCH AND DEVELOPMENT (R&D)) | BLR&D SERVICE STAFF AREA; 278 (RESEARCH AND DEVELOPMENT (R&D)) | RR&D SERVICE STAFF AREA; 278 (RESEARCH AND DEVELOPMENT (R&D)) | CSR&D SERVICE STAFF AREA; 278 (RESEARCH AND DEVELOPMENT (R&D)) | HSR&D SERVICE STAFF AREA; 278 (RESEARCH AND DEVELOPMENT (R&D)) | VMU STAFF AREA; 278 (RESEARCH AND DEVELOPMENT (R&D)) | R&D SUPPORT AREA; 279 (POLICE SERVICE) | STAFF AND ADMINISTRATIVE AREA; 284 (LOGISTICS SERVICE) | STAFF AND ADMINISTRATIVE AREA; 285 (STERILE PROCESSING SERVICE) | STAFF AND ADMINISTRATIVE AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | INPATIENT (IP) SURGICAL / ENDOVASCULAR PRE-OPERATIVE HOLDING / PHASE II RECOVERY PATIENT AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | INPATIENT (IP) SURGICAL / ENDOVASCULAR POST ANESTHESIA CARE UNIT (PACU) / PHASE I RECOVERY PATIENT AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | INPATIENT (IP) SURGICAL / ENDOVASCULAR STAFF AND ADMINISTRATIVE AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | AMBULATORY SURGERY CENTER (ASC) PRE-OPERATIVE HOLDING / PHASE II RECOVERY PATIENT AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | AMBULATORY SURGERY CENTER (ASC) POST-ANESTHESIA CARE UNIT (PACU) / PHASE I RECOVERY PATIENT AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | AMBULATORY SURGERY CENTER (ASC) STAFF AND ADMINISTRATIVE AREA; 287 (GASTROINTESTINAL / ENDOSCOPY SERVICE) | STAFF AND ADMINISTRATIVE AREA; 290 (VOLUNTARY SERVICE) | VOLUNTEER AREA; 295 (IMAGING SERVICES) | IMAGING SERVICES STAFF AND ADMINISTRATIVE AREA; 308 (PROSTHETICS AND SENSORY AIDS SERVICE) | STAFF AND ADMINISTRATIVE AREA; 312 (MENTAL HEALTH RESIDENT CARE UNIT (MH RCU)) | STAFF AND ADMINISTRATIVE AREA; 316 (DIALYSIS CENTER) | STAFF AND ADMINISTRATIVE AREA; 400 (LIBRARY SERVICE) | STAFF AND ADMINISTRATIVE AREA; 402 (EDUCATIONAL FACILITIES) | STAFF AND ADMINISTRATIVE AREA; 408 (ENVIRONMENTAL MANAGEMENT SERVICE (EMS) LAUNDRY AND LINEN OPERATION) | STAFF AND ADMINISTRATIVE AREA; ""410 (ENVIRONMENTAL MANAGEMENT SERVICE (EMS) LOCKERS, LOUNGES, TOILETS AND SHOWERS)"" | LOUNGE AREA; 420 (CHILDCARE / DEVELOPMENT CENTER) | STAFF AND ADMINISTRATIVE AREA"
"SS217","20","11","13","102 (INTENSIVE CARE PATIENT CARE UNIT (IC PCU)); 111 (POLYTRAUMA REHABILITATION CENTER (PRC)); 208 (CHAPLAIN SERVICE); 210 (CARDIOLOGY SERVICE); 212 (PULMONARY MEDICINE SERVICE); 214 (CLINICAL SERVICES ADMINISTRATION); 254 (NURSING SERVICE ADMINISTRATION); 269 (RECREATION THERAPY SERVICE); 286 (SURGICAL / ENDOVASCULAR SERVICES); 287 (GASTROINTESTINAL / ENDOSCOPY SERVICE); 295 (IMAGING SERVICES)","EDUCATION AREA; MEDICAL SERVICE AREA; HOSPITAL MEDICINE AREA; ENDOCRINOLOGY AREA; RHEUMATOLOGY AREA; INFECTIOUS DISEASES AREA; HOMELESS / COMPENSATED WORK THERAPY (CWT) AREA; NEUROLOGY SERVICE AREA; DERMATOLOGY SERVICE AREA; GERIATRICS HOME BASED PRIMARY CARE (HBPC) AREA; ONCOLOGY SERVICE AREA; INPATIENT (IP) SURGICAL / ENDOVASCULAR EDUCATION AREA; IMAGING SERVICES ACADEMIC EDUCATION AREA","102 (INTENSIVE CARE PATIENT CARE UNIT (IC PCU)) | EDUCATION AREA; 111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | EDUCATION AREA; 208 (CHAPLAIN SERVICE) | EDUCATION AREA; 210 (CARDIOLOGY SERVICE) | EDUCATION AREA; 212 (PULMONARY MEDICINE SERVICE) | EDUCATION AREA; 214 (CLINICAL SERVICES ADMINISTRATION) | MEDICAL SERVICE AREA; 214 (CLINICAL SERVICES ADMINISTRATION) | HOSPITAL MEDICINE AREA; 214 (CLINICAL SERVICES ADMINISTRATION) | ENDOCRINOLOGY AREA; 214 (CLINICAL SERVICES ADMINISTRATION) | RHEUMATOLOGY AREA; 214 (CLINICAL SERVICES ADMINISTRATION) | INFECTIOUS DISEASES AREA; 214 (CLINICAL SERVICES ADMINISTRATION) | HOMELESS / COMPENSATED WORK THERAPY (CWT) AREA; 214 (CLINICAL SERVICES ADMINISTRATION) | NEUROLOGY SERVICE AREA; 214 (CLINICAL SERVICES ADMINISTRATION) | DERMATOLOGY SERVICE AREA; 214 (CLINICAL SERVICES ADMINISTRATION) | GERIATRICS HOME BASED PRIMARY CARE (HBPC) AREA; 214 (CLINICAL SERVICES ADMINISTRATION) | ONCOLOGY SERVICE AREA; 254 (NURSING SERVICE ADMINISTRATION) | EDUCATION AREA; 269 (RECREATION THERAPY SERVICE) | EDUCATION AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | INPATIENT (IP) SURGICAL / ENDOVASCULAR EDUCATION AREA; 287 (GASTROINTESTINAL / ENDOSCOPY SERVICE) | EDUCATION AREA; 295 (IMAGING SERVICES) | IMAGING SERVICES ACADEMIC EDUCATION AREA"
"CED13","1","1","1","256 (EMERGENCY DEPARTMENT (ED))","PATIENT ASSESSMENT AREA","256 (EMERGENCY DEPARTMENT (ED)) | PATIENT ASSESSMENT AREA"
"CS194","1","1","1","286 (SURGICAL / ENDOVASCULAR SERVICES)","INPATIENT (IP) SURGICAL PATIENT AREA","286 (SURGICAL / ENDOVASCULAR SERVICES) | INPATIENT (IP) SURGICAL PATIENT AREA"
"SC755","1","1","1","278 (RESEARCH AND DEVELOPMENT (R&D))","VMU SURGERY AREA","278 (RESEARCH AND DEVELOPMENT (R&D)) | VMU SURGERY AREA"
"CI257","1","1","1","295 (IMAGING SERVICES)","POSITRON EMISSION TOMOGRAPHY (PET) COMPUTED TOMOGRAPHY (CT) - PET/CT AREA","295 (IMAGING SERVICES) | POSITRON EMISSION TOMOGRAPHY (PET) COMPUTED TOMOGRAPHY (CT) - PET/CT AREA"
"CI274","1","1","1","295 (IMAGING SERVICES)","POSITRON EMISSION TOMOGRAPHY (PET) MAGNETIC RESONANCE IMAGING (MRI) - PET/MRI AREA","295 (IMAGING SERVICES) | POSITRON EMISSION TOMOGRAPHY (PET) MAGNETIC RESONANCE IMAGING (MRI) - PET/MRI AREA"
"SV609","1","1","1","206 (VETERANS CANTEEN SERVICE (VCS))","RETAIL STORE AREA","206 (VETERANS CANTEEN SERVICE (VCS)) | RETAIL STORE AREA"
"SS136","1","1","1","402 (EDUCATIONAL FACILITIES)","EDUCATION AUDITORIUM AREA","402 (EDUCATIONAL FACILITIES) | EDUCATION AUDITORIUM AREA"
"SC291","10","2","10","286 (SURGICAL / ENDOVASCULAR SERVICES); 295 (IMAGING SERVICES)","INPATIENT (IP) SURGICAL / ENDOVASCULAR PRE-OPERATIVE HOLDING / PHASE II RECOVERY PATIENT AREA; AMBULATORY SURGERY CENTER (ASC) PRE-OPERATIVE HOLDING / PHASE II RECOVERY PATIENT AREA; GENERAL RADIOLOGY AREA; BREAST IMAGING AREA; ULTRASOUND AREA; COMPUTED TOMOGRAPHY (CT) AREA; MAGNETIC RESONANCE IMAGING (MRI) AREA; NUCLEAR MEDICINE (NM) AREA; POSITRON EMISSION TOMOGRAPHY (PET) COMPUTED TOMOGRAPHY (CT) - PET/CT AREA; POSITRON EMISSION TOMOGRAPHY (PET) MAGNETIC RESONANCE IMAGING (MRI) - PET/MRI AREA","286 (SURGICAL / ENDOVASCULAR SERVICES) | INPATIENT (IP) SURGICAL / ENDOVASCULAR PRE-OPERATIVE HOLDING / PHASE II RECOVERY PATIENT AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | AMBULATORY SURGERY CENTER (ASC) PRE-OPERATIVE HOLDING / PHASE II RECOVERY PATIENT AREA; 295 (IMAGING SERVICES) | GENERAL RADIOLOGY AREA; 295 (IMAGING SERVICES) | BREAST IMAGING AREA; 295 (IMAGING SERVICES) | ULTRASOUND AREA; 295 (IMAGING SERVICES) | COMPUTED TOMOGRAPHY (CT) AREA; 295 (IMAGING SERVICES) | MAGNETIC RESONANCE IMAGING (MRI) AREA; 295 (IMAGING SERVICES) | NUCLEAR MEDICINE (NM) AREA; 295 (IMAGING SERVICES) | POSITRON EMISSION TOMOGRAPHY (PET) COMPUTED TOMOGRAPHY (CT) - PET/CT AREA; 295 (IMAGING SERVICES) | POSITRON EMISSION TOMOGRAPHY (PET) MAGNETIC RESONANCE IMAGING (MRI) - PET/MRI AREA"
"ISC76","1","1","1","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D))","SCI/D CENTER ACUTE CARE / OUTPATIENT OCCUPATIONAL THERAPY (AC/OP-OT) AREA","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER ACUTE CARE / OUTPATIENT OCCUPATIONAL THERAPY (AC/OP-OT) AREA"
"OPT31","1","1","1","111 (POLYTRAUMA REHABILITATION CENTER (PRC))","OUTPATIENT UNIT THERAPY AREA","111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | OUTPATIENT UNIT THERAPY AREA"
"CS172","1","1","1","286 (SURGICAL / ENDOVASCULAR SERVICES)","INPATIENT (IP) SURGICAL PATIENT AREA","286 (SURGICAL / ENDOVASCULAR SERVICES) | INPATIENT (IP) SURGICAL PATIENT AREA"
"SC452","11","6","11","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)); 106 (SMALL HOUSE (SH) MODEL); 110 (MENTAL HEALTH PATIENT CARE UNIT (MH PCU)); 222 (DENTAL SERVICE); 270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE); 312 (MENTAL HEALTH RESIDENT CARE UNIT (MH RCU))","SCI/D CENTER ACUTE CARE / OUTPATIENT (AC/OP) THERAPY SUPPORT AREA; SCI/D CENTER LONG TERM CARE HOME (LTC-H) SUPPORT AREA; SCI/D CENTER LONG TERM CARE NEIGHBORHOOD CENTER (LTC-NC) THERAPY SUPPORT AREA; SCI/D CENTER OUTPATIENT (OP) SUPPORT AREA; SCI/D CENTER OUTPATIENT (OP) THERAPY SUPPORT AREA; SCI/D CENTER AQUATIC THERAPY (AT) AREA; NEIGHBORHOOD CENTER SUPPORT AREA; PATIENT CARE UNIT (PCU) SUPPORT AREA; DENTAL SURGERY SUITE PATIENT AREA; PMR SVC SUPPORT AREA; RESIDENT CARE UNIT (RCU) SUPPORT AREA","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER ACUTE CARE / OUTPATIENT (AC/OP) THERAPY SUPPORT AREA; 104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER LONG TERM CARE HOME (LTC-H) SUPPORT AREA; 104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER LONG TERM CARE NEIGHBORHOOD CENTER (LTC-NC) THERAPY SUPPORT AREA; 104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER OUTPATIENT (OP) SUPPORT AREA; 104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER OUTPATIENT (OP) THERAPY SUPPORT AREA; 104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER AQUATIC THERAPY (AT) AREA; 106 (SMALL HOUSE (SH) MODEL) | NEIGHBORHOOD CENTER SUPPORT AREA; 110 (MENTAL HEALTH PATIENT CARE UNIT (MH PCU)) | PATIENT CARE UNIT (PCU) SUPPORT AREA; 222 (DENTAL SERVICE) | DENTAL SURGERY SUITE PATIENT AREA; 270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE) | PMR SVC SUPPORT AREA; 312 (MENTAL HEALTH RESIDENT CARE UNIT (MH RCU)) | RESIDENT CARE UNIT (RCU) SUPPORT AREA"
"SC531","1","1","1","400 (LIBRARY SERVICE)","HEALTH SCIENCES LIBRARY SHELVING AREA","400 (LIBRARY SERVICE) | HEALTH SCIENCES LIBRARY SHELVING AREA"
"SC052","28","14","25","100 (MEDICAL / SURGICAL PATIENT CARE UNIT (M/S PCU)); 102 (INTENSIVE CARE PATIENT CARE UNIT (IC PCU)); 104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)); 106 (SMALL HOUSE (SH) MODEL); 111 (POLYTRAUMA REHABILITATION CENTER (PRC)); 210 (CARDIOLOGY SERVICE); 212 (PULMONARY MEDICINE SERVICE); 222 (DENTAL SERVICE); 226 (ELECTROENCEPHALOGRAPHY (EEG) LABORATORY); 270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE); 286 (SURGICAL / ENDOVASCULAR SERVICES); 287 (GASTROINTESTINAL / ENDOSCOPY SERVICE); 295 (IMAGING SERVICES); 316 (DIALYSIS CENTER)","PATIENT CARE SUPPORT AREA; INTENSIVE CARE PATIENT UNIT SUPPORT AREA; SCI/D CENTER ACUTE CARE PATIENT CARE UNIT (AC-PCU) COMMON AREA; SCI/D CENTER LONG TERM CARE HOME (LTC-H) SUPPORT AREA; SCI/D CENTER OUTPATIENT (OP) SUPPORT AREA; HOUSE SUPPORT AREA; NEIGHBORHOOD CENTER RESIDENT AREA; COMMUNITY CENTER RESIDENT AREA; PRC PATIENT CARE UNIT SUPPORT AREA; PRC RESIDENT CARE UNIT SUPPORT AREA; OUTPATIENT UNIT SUPPORT AREA; CARDIOLOGY SUPPORT AREA; PREP AND RECOVERY PATIENT AREA; SUPPORT AREA; DENTAL TREATMENT PATIENT AREA; DENTAL SURGERY SUITE PATIENT AREA; AQUATIC THERAPY (AT) AREA; INPATIENT (IP) SURGICAL / ENDOVASCULAR PRE-OPERATIVE HOLDING / PHASE II RECOVERY PATIENT AREA; INPATIENT (IP) SURGICAL / ENDOVASCULAR POST ANESTHESIA CARE UNIT (PACU) / PHASE I RECOVERY PATIENT AREA; INPATIENT (IP) SURGICAL / ENDOVASCULAR SUPPORT AREA; AMBULATORY SURGERY CENTER (ASC) PRE-OPERATIVE HOLDING / PHASE II RECOVERY PATIENT AREA; AMBULATORY SURGERY CENTER (ASC) POST-ANESTHESIA CARE UNIT (PACU) / PHASE I RECOVERY PATIENT AREA; AMBULATORY SURGERY CENTER (ASC) SUPPORT AREA; PATIENT AREA; IMAGING SERVICES SUPPORT AREA","100 (MEDICAL / SURGICAL PATIENT CARE UNIT (M/S PCU)) | PATIENT CARE SUPPORT AREA; 102 (INTENSIVE CARE PATIENT CARE UNIT (IC PCU)) | INTENSIVE CARE PATIENT UNIT SUPPORT AREA; 104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER ACUTE CARE PATIENT CARE UNIT (AC-PCU) COMMON AREA; 104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER LONG TERM CARE HOME (LTC-H) SUPPORT AREA; 104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER OUTPATIENT (OP) SUPPORT AREA; 106 (SMALL HOUSE (SH) MODEL) | HOUSE SUPPORT AREA; 106 (SMALL HOUSE (SH) MODEL) | NEIGHBORHOOD CENTER RESIDENT AREA; 106 (SMALL HOUSE (SH) MODEL) | COMMUNITY CENTER RESIDENT AREA; 111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | PRC PATIENT CARE UNIT SUPPORT AREA; 111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | PRC RESIDENT CARE UNIT SUPPORT AREA; 111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | OUTPATIENT UNIT SUPPORT AREA; 210 (CARDIOLOGY SERVICE) | CARDIOLOGY SUPPORT AREA; 212 (PULMONARY MEDICINE SERVICE) | PREP AND RECOVERY PATIENT AREA; 212 (PULMONARY MEDICINE SERVICE) | SUPPORT AREA; 222 (DENTAL SERVICE) | DENTAL TREATMENT PATIENT AREA; 222 (DENTAL SERVICE) | DENTAL SURGERY SUITE PATIENT AREA; 226 (ELECTROENCEPHALOGRAPHY (EEG) LABORATORY) | SUPPORT AREA; 270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE) | AQUATIC THERAPY (AT) AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | INPATIENT (IP) SURGICAL / ENDOVASCULAR PRE-OPERATIVE HOLDING / PHASE II RECOVERY PATIENT AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | INPATIENT (IP) SURGICAL / ENDOVASCULAR POST ANESTHESIA CARE UNIT (PACU) / PHASE I RECOVERY PATIENT AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | INPATIENT (IP) SURGICAL / ENDOVASCULAR SUPPORT AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | AMBULATORY SURGERY CENTER (ASC) PRE-OPERATIVE HOLDING / PHASE II RECOVERY PATIENT AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | AMBULATORY SURGERY CENTER (ASC) POST-ANESTHESIA CARE UNIT (PACU) / PHASE I RECOVERY PATIENT AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | AMBULATORY SURGERY CENTER (ASC) SUPPORT AREA; 287 (GASTROINTESTINAL / ENDOSCOPY SERVICE) | PATIENT AREA; 287 (GASTROINTESTINAL / ENDOSCOPY SERVICE) | PREP AND RECOVERY PATIENT AREA; 295 (IMAGING SERVICES) | IMAGING SERVICES SUPPORT AREA; 316 (DIALYSIS CENTER) | SUPPORT AREA"
"SB137","3","3","2","258 (WOMEN VETERANS CLINICAL SERVICE (WVCS) (FOR MODELS 2 AND 3)); 277 (RADIATION THERAPY SERVICE); 308 (PROSTHETICS AND SENSORY AIDS SERVICE)","IMAGING WOMEN HEALTH CENTER (WHC) (MODEL 3 ONLY) PATIENT AREA; PATIENT AREA","258 (WOMEN VETERANS CLINICAL SERVICE (WVCS) (FOR MODELS 2 AND 3)) | IMAGING WOMEN HEALTH CENTER (WHC) (MODEL 3 ONLY) PATIENT AREA; 277 (RADIATION THERAPY SERVICE) | PATIENT AREA; 308 (PROSTHETICS AND SENSORY AIDS SERVICE) | PATIENT AREA"
"CI081","1","1","1","295 (IMAGING SERVICES)","COMPUTED TOMOGRAPHY (CT) AREA","295 (IMAGING SERVICES) | COMPUTED TOMOGRAPHY (CT) AREA"
"RSC71","1","1","1","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D))","SCI/D CENTER LONG TERM CARE NEIGHBORHOOD CENTER KINESIOTHERAPY (LTC-NC-KT) AREA","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER LONG TERM CARE NEIGHBORHOOD CENTER KINESIOTHERAPY (LTC-NC-KT) AREA"
