Chapter	FA Number	FA Name	Room ID	Room Code	Room Name	Floor	Base	Wall	Wain	Ceiling	Door	Hardware
222	5	Dental Laboratories Area	2005	SRS01	Storage, Expandable Laboratory Supplies	"m:RES m:RES h:4"""		m:GWB f:SC		m:AT f:SP	m:Wood t:1 dg:T s:S	hw:4G SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -156 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
222	5	Dental Laboratories Area	2006	DNMS1	Storage, Dental Models	"m:RES m:RES h:4"""		m:GWB f:SC		m:AT f:SP	m:Wood t:1 dg:T s:S	hw:4G
222	5	Dental Laboratories Area	2007	SSS01	Storage, Precious Metals	"m:RES m:RES h:4"""		m:GWB f:SC		m:AT f:SP	m:Wood t:1 dg:T s:S	hw:4G
222	5	Dental Laboratories Area	2008	DNMP1	Work Area, Dental Models Processing	"m:RES m:RES h:4"""		m:GWB f:SC		m:AT f:SP	m:Wood t:1 dg:T s:S	hw:4G
222	5	Dental Laboratories Area	2009	SRSE1	Storage, Equipment	"m:RES m:RES h:4"""		"m:GWB [54] f:P m:RWC h:4'-0"""		m:AT	m:Wood t:11 dg:F s:V	hw:4F
222	6	Support Area	2010	OFA07	Workstation, Receiving	"m:LVT m:RES h:4"""		m:GWB f:P			m:AT t:OPEN	hw:N/A
222	6	Support Area	2011	DNSR1	Instrument Supply / Receiving	m:EPY	"m:RB h:4"""	"m:GWB f:P m:RWC [54] h:4'0"""		m:AT	m:Wood t:11 dg:F dr:45 min s:V	hw:5
222	6	Support Area	2012	SRGC2	Storage, Gas Cylinder / Gas Tank Room	m:EPY	"m:RB h:4"""	"m:GWB [54] f:P m:RWC h:4'-0"""		m:AT	m:Wood t:11 dg:F dr:45 min s:V	hw:5
222	6	Support Area	2013	SRLW1	Storage, Wheelchairs / Lifts	m:EPY	"m:RB h:4"""	"m:GWB [54] f:P m:RWC h:4'-0"""		m:AT	m:Wood t:11 dg:F s:V	hw:5
222	6	Support Area	2014	RCA05	Alcove, CAD / CAM Cart	m:LVT	"m:RB h:4"""	"m:GWB [54] f:P m:RWC h:4'-0"""			m:AT t:OPEN	hw:N/A
222	6	Support Area	2015	RCA01	Alcove, AED	m:LVT	"m:RB h:4"""	"m:GWB [54] f:P m:RWC h:4'-0"""			m:AT t:OPEN	hw:N/A SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -157 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
222	6	Support Area	2016	UCCL1	Utility Room, Clean	"m:WSF m:WSF h:4"""		"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT [9] f:SP	m:Wood t:11 dg:F ds:YES s:V	hw:SH3C
222	6	Support Area	2017	USCL1	Utility Room, Soiled	"m:WSF m:WSF h:4"""		"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT [9] f:SP	m:Wood t:11 dg:F ds:YES s:V	hw:SH3C
222	6	Support Area	2018	MECH1	Dental Equipment Mechanical Room	m:EPY	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:11 s:SS	hw:11B
222	6	Support Area	2019	JANC1	Housekeeping Aides Closet (HAC)	"m:QT m:QT [7] h:4"""		m:GWB f:SC	"m:CT [7] h:4'-0"""	m:AT f:SP	m:Wood t:1 s:U	hw:5D
222	6	Support Area	2020	COMC1	Telecom Closet	m:VT	"m:RB h:4"""	m:GWB [34] f:P		m:AT	m:Wood t:1 s:S	hw:SH3D
222	7	Staff and Administrative Areas	2021	OFA09	Office, Dental Service Chief	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:19 dg:T s:S	hw:3G
222	7	Staff and Administrative Areas	2022	OFA09	Office, Dentist Director [2]	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:19 dg:T s:S	hw:3G
222	7	Staff and Administrative Areas	2023	OFA09	Office, Administrative Officer [2]	m:CPT [6]	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 dg:T s:S	hw:3E
222	7	Staff and Administrative Areas	2024	OFA07	Workstation, Staff Dentist	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
222	7	Staff and Administrative Areas	2025	OFA07	Workstation, Assistant Staff Dentist	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
222	7	Staff and Administrative Areas	2026	OFA07	Workstation, Dental Staff	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P			m:AT t:OPEN	hw:N/A SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -158 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
222	7	Staff and Administrative Areas	2027	CRA01	Conference Room	m:LVT	"m:RB h:4"""	m:GWB [42, 64] f:P		m:AT	m:Wood t:19 dg:T s:U	hw:4J
222	7	Staff and Administrative Areas	2028	WRTM1	Team Collaboration Room, Staff	m:RF	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:19 dg:T s:S	hw:4E
222	7	Staff and Administrative Areas	2029	FILE1	Storage, Secure Documents	m:VT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 dg:T s:S	hw:5
222	7	Staff and Administrative Areas	2030	RPR01	Copy / Office Supply Room	m:CPT [6]	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 dg:T s:S	hw:4J
222	7	Staff and Administrative Areas	2031	SL001	Lounge, Staff	m:SVT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 dg:T s:S	hw:SH-4
222	7	Staff and Administrative Areas	2032	LR002	Locker / Changing Room, Staff	"m:PT m:PT h:4"""		m:GWB f:SC		m:AT	m:Wood t:1 s:S	hw:SH-4
222	7	Staff and Administrative Areas	2033	TLTU1	Toilet, Staff	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64] f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"""	m:AT	m:Wood t:1 s:S	hw:2 [71]
222	7	Staff and Administrative Areas	2034	TLTS1	Toilet / Shower, Staff	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"" m:CT [7, 44, 64] f:SC m:PT [7] h:4'-0"" m:CT [7] h:4'-0"" m:S [7, 44]"		m:GWB f:SC			m:Wood t:1 s:S	hw:2 [71]
222	8	Education Area	2035	OFA09	Office, Residency Program Director [2]	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:19 dg:T s:S	hw:3G
222	8	Education Area	2036	OFA07	Workstation, Dental Auxiliary Training Coordinator	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
222	8	Education Area	2037	WRTM1	Team Collaboration Room, Residents	m:RF	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:19 dg:T s:S	hw:4E
222	8	Education Area	2038	OFA07	Workstation, Dental Resident	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -160 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
224	1	Main Kitchen Staff and Administrative Area	2039	OFA09	Office, Nutrition and Food Service Chief	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:19 dg:T s:S	hw:3G
224	1	Main Kitchen Staff and Administrative Area	2040	SEC01	Secretary / Waiting	m:CPT [6] m:LVT	"m:RB h:4"""	m:GWB [5] f:P		m:AT	m:Wood t:1 dg:T s:S m:N/A t:OPEN s:N/A	hw:3E
224	1	Main Kitchen Staff and Administrative Area	2041	OFA07	Workstation, Clerical	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
224	1	Main Kitchen Staff and Administrative Area	2042	OFA09	Office, Nutrition and Food Service Assistant Chief [2]	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:3E
224	1	Main Kitchen Staff and Administrative Area	2043	OFA07	Workstation, Internship Director	m:CPT [6]	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:OPEN	hw:N/A
224	1	Main Kitchen Staff and Administrative Area	2044	OFA07	Workstation, Clinical Administration Section Chief	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
224	1	Main Kitchen Staff and Administrative Area	2045	OFA07	Workstation, Dietitian	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
224	1	Main Kitchen Staff and Administrative Area	2046	OFA07	Workstation, Food Production and Service Foreman	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
224	1	Main Kitchen Staff and Administrative Area	2047	OFA09	Office, Supervisor [2]	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:3E
224	1	Main Kitchen Staff and Administrative Area	2048	OFA07	Workstation, Technician	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
224	1	Main Kitchen Staff and Administrative Area	2049	OFA07	Workstation, Cost Clerk Accountant	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -161 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
224	1	Main Kitchen Staff and Administrative Area	2050	OFDC2	Consult Room	m:CPT [6]	m:PRB [8]	m:GWB [5, 64] f:P		m:AT	m:Wood t:19 dg:T s:U	hw:3G
224	1	Main Kitchen Staff and Administrative Area	2051	COMC1	Communications Center, Food Service	m:CPT [6]	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:3 dg:T s:V	hw:3E
224	1	Main Kitchen Staff and Administrative Area	2052	CRA01	Conference Room / Training, Staff	m:CPT [6] m:LVT	"m:RB h:4"""	m:GWB [42, 64] f:P		m:AT	m:Wood t:19 dg:T s:U	hw:4J
224	1	Main Kitchen Staff and Administrative Area	2053	SL001	Lounge, Staff	m:SVT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 dg:T s:S	hw:SH-4
224	1	Main Kitchen Staff and Administrative Area	2054	LR001	Locker Room, Staff	"m:PT m:PT h:4"""		m:GWB f:SC		m:AT	m:Wood t:1 s:S	hw:SH-4
224	1	Main Kitchen Staff and Administrative Area	2055	TLTU1	Toilet, Staff	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64] f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"""	m:AT	m:Wood t:1 s:S	hw:2 [71]
224	2	Main Kitchen Receiving and Storage Area	2056	MMRP1	Receiving Area	"m:RES m:RES [7] h:4"""		"m:GWB [54] f:SC m:CMU f:SC m:RWC h:4'-0"""			"m:AT t:MOTORIZED ROLL UP s:9'-0"" x 10'-0"""	hw:7
224	2	Main Kitchen Receiving and Storage Area	2057	SRS01	Storage, Non-Food	"m:RES m:RES [7] h:4"" m:CT [7]"				m:AT	m:Wood t:1 dg:T s:V	hw:5F
224	2	Main Kitchen Receiving and Storage Area	2058	SRS01	Storage, Dry Food and Ingredient Control	"m:RES m:RES [7] h:4"" m:CT [7]"				m:AT f:SP	m:Wood t:1 dg:T s:V	hw:5F SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -162 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
224	2	Main Kitchen Receiving and Storage Area	2059	RER01	Storage, Refrigerated and Frozen Food	"m:RES [63] m:RES [7] h:4"" m:PRE-FAB [66]"					m:PREFAB [66] t:PRE-FAB [66]	hw:N/A
224	3	Main Kitchen Food Preparation Area	2060	FSTD1	Food Preparation and Production	"m:RES m:RES [7] h:4"" m:CT [7]"				m:AT f:SP	m:Wood t:19 dg:T s:V m:N/A t:OPEN s:N/A	hw:4S
224	3	Main Kitchen Food Preparation Area	2061	SRS01	Storage, Refrigerated Blast-Chilled Food (Two-Day Food Bank)	"m:RES [63] m:RES [7] h:4"" m:PRE-FAB [66]"					m:PREFAB [66] t:PRE-FAB [66]	hw:N/A
224	3	Main Kitchen Food Preparation Area	2062	SRS01	Storage, Refrigerated Blast-Chilled Food (One-Day Food Bank)	"m:RES [63] m:RES [7] h:4"" m:PRE-FAB [66]"					m:PREFAB [66] t:PRE-FAB [63, 66]	hw:N/A
224	3	Main Kitchen Food Preparation Area	2063	FSSC1	Cook / Chill Center, High Volume	"m:RES m:RES [7] h:4"" m:CT [7]"				m:AT f:SP	m:Wood t:19 dg:T s:V m:N/A t:OPEN s:N/A	hw:4N
224	3	Main Kitchen Food Preparation Area	2064	FSSC1	Rethermalization of Bulk Food	"m:RES m:RES [7] h:4"" m:CT [7]"				m:AT f:SP	m:Wood t:19 dg:T s:V m:N/A t:OPEN s:N/A	hw:4N
224	3	Main Kitchen Food Preparation Area	2065	FSNP1	Nourishment Preparation	"m:RES m:RES [7] h:4"" m:CT [7]"				m:AT f:SP	m:Wood t:19 dg:T s:V m:N/A t:OPEN s:N/A	hw:4N
224	4	Main Kitchen Patient Tray Service Area	2066	FSTD1	Tray Assembly Area	"m:RES m:RES [7] h:4"" m:CT [7]"				m:AT f:SP	m:Wood t:19 dg:T s:V	hw:4S
224	4	Main Kitchen Patient Tray Service Area	2067	FSCS1	Tray Cart Storage Area, Clean Carts	"m:RES m:RES [7] h:4"" m:CT [7]"				m:AT f:SP	m:Wood t:19 dg:T s:V	hw:4S
224	4	Main Kitchen Patient Tray Service Area	2068	SRR01	Refrigerator, Tray Retherm Cart Holding	"m:RES [63] m:RES [7] h:4"" m:PRE-FAB [66]"					m:PREFAB [66] t:PRE-FAB [66]	hw:N/A
224	4	Main Kitchen Patient Tray Service Area	2069	SRR01	Refrigerator, Central Tray Retherm	"m:RES [63] m:RES [7] h:4"" m:PRE-FAB [66]"					m:PREFAB [66] t:PRE-FAB [66]	hw:N/A
224	4	Main Kitchen Patient Tray Service Area	2070	SRR01	Tray Retherm Cart System, Centralized	"m:RES m:RES [7] h:4"" m:CT [7]"				m:AT f:SP	m:Wood t:19 dg:T s:V	hw:4S
224	4	Main Kitchen Patient Tray Service Area	2071	FSCS1	Bulk Food Cart Holding Area, Cook/Serve	"m:RES m:RES [7] h:4"" m:CT [7]"				m:AT f:SP	m:Wood t:19 dg:T s:V	hw:4S
224	5	Main Kitchen Sanitation Area	2072	FSDW1	Dishwashing	"m:RES m:RES [7] h:4"" m:CT [7]"				m:AT f:SP	m:Wood t:19 dg:T s:SS	hw:10F
224	5	Main Kitchen Sanitation Area	2073	FSPW1	Pot Washing	"m:RES m:RES [7] h:4"" m:CT [7]"				m:AT f:SP	m:Wood t:19 dg:T s:V	hw:10F
224	5	Main Kitchen Sanitation Area	2074	FSCS1	Cart Wash Area, Manual	"m:RES m:RES [7] h:4"" m:CT [7]"				m:AT f:SP	m:Wood t:19 dg:T s:V	hw:4S
224	5	Main Kitchen Sanitation Area	2075	FSCS1	Cart Wash Area, Automated	"m:RES m:RES [7] h:4"" m:CT [7]"				m:AT f:SP	m:Wood t:19 dg:T s:V	hw:4S
224	5	Main Kitchen Sanitation Area	2076	FSCS1	Tray Cart Storage Area, Soiled Carts	"m:RES m:RES [7] h:4"" m:CT [7]"				m:AT [9] f:SP	m:Wood t:19 dg:T s:V	hw:4S SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -164 45 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
224	5	Main Kitchen Sanitation Area	2077	UTR02	Waste Pulper System Room	"m:RES m:RES [7] h:4"" m:CT [7]"				m:AT f:SP	m:Wood t:19 dg:T s:V	hw:4S
224	6	Main Kitchen Support Area	2078	JANC1	Housekeeping Aides Closet (HAC)	"m:QT m:QT [7] h:4"""		m:GWB f:SC	"m:CT [7] h:4'-0"""	m:AT f:SP	m:Wood t:1 s:U	hw:5D
224	6	Main Kitchen Support Area	2079	SRHM1	Storage, Hazardous Supplies	"m:RES m:RES [7] h:4"" m:CT [7]"				m:AT f:SP	m:Wood t:1 dg:F dr:45 min s:V	hw:5D
224	6	Main Kitchen Support Area	2080	UTC01	Storage, Refrigerated Garbage	"m:RES m:RES [7] h:4"" m:CT [7]"					m:AT f:SP t:Special	hw:7A
224	6	Main Kitchen Support Area	2081	JANC1	Storage, Cleaning Supplies	m:VT	"m:RB h:4"""	"m:GWB [54] f:P m:RWC h:4'-0"""		m:AT	m:Wood t:1 s:U	hw:5D
224	6	Main Kitchen Support Area	2082	UTC01	Recycling / Holding Area	m:VT	"m:RB h:4"""	"m:GWB [54] f:P m:RWC h:4'-0"""		m:AT	m:Wood t:1 dg:T s:V	hw:4S
224	6	Main Kitchen Support Area	2083	MECH1	Mechanical Area	m:VT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:19 dg:T s:V	hw:5G SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -165 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
226	1	Reception Area	2084	WRC01	Waiting	m:CPT [6] m:LVT	m:PRB [8]	m:GWB [5] f:P			m:AT t:OPEN	hw:N/A
226	1	Reception Area	2085	TLTF3	Toilet, Family	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64] f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"""	m:AT	m:Wood t:19 s:S	hw:2G
226	1	Reception Area	2086	TLTU1	Toilet, Public	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64] f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"""	m:AT	m:Wood t:19 s:S	hw:2G [71]
226	1	Reception Area	2087	RECP1	Reception / Check-In	m:CPT [6] m:LVT	m:PRB [8]	m:GWB [5] f:P		m:AT	m:Wood t:1 s:S m:N/A t:OPEN s:N/A	hw:3E
226	1	Reception Area	2088	RECP4	Kiosk, Patient Check-in	m:CPT [6] m:LVT	m:PRB [8]	m:GWB f:P			m:AT t:OPEN	hw:N/A
226	1	Reception Area	2089	CLSC1	Patient Education / Resource Kiosk	m:CPT [6] m:LVT	m:PRB [8]	m:GWB f:P			m:AT t:OPEN	hw:N/A
226	1	Reception Area	2090	CLSC3	Patient Education / Resource Room	m:CPT [6]	m:PRB [8]	m:GWB [5] f:P		m:AT	m:Wood t:19 s:S	hw:3G
226	2	Patient Area	2091	OPEE1	Exam Room, EEG	m:LVT	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:19 s:X	hw:1L SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -166 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
226	2	Patient Area	2092	EXRE2	Exam Room, EMG	m:LVT	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:19 s:X	hw:1L
226	2	Patient Area	2093	OPPF8	Patient Prep Room	"m:WSF m:WSF h:4"""		m:GWB [64] f:P		m:AT	m:Wood t:1 s:S	hw:1F
226	2	Patient Area	2094	TLTU1	Toilet, Patient	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64] f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"" m:GWB f:SC"		m:Wood t:1 s:U	hw:2H [71]
226	3	Support Area	2095	XVC01	Reading Room	m:CPT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:19 dg:T s:S	hw:4J
226	3	Support Area	2096	OPEE2	EEG / EMG Work Room	"m:WSF m:WSF h:4"""		m:GWB f:SC		m:AT f:SP	m:Wood t:1 dg:T s:U	hw:4K
226	3	Support Area	2097	UCCL1	Utility Room, Clean	"m:WSF m:WSF h:4"""		"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT f:SP	m:Wood t:11 dg:F ds:YES s:V	hw:SH3C
226	3	Support Area	2098	USCL1	Utility Room, Soiled	"m:WSF m:WSF h:4"""		"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT [9] f:SP	m:Wood t:11 dg:F ds:YES s:V	hw:SH3C
226	3	Support Area	2099	SRE01	Storage, Equipment	m:VT	"m:RB h:4"""	"m:GWB [54] f:P m:RWC h:4'-0"""		m:AT	m:Wood t:11 dg:F s:V	hw:4F
226	3	Support Area	2100	LCCL3	Alcove, Clean Linen	"m:WSF m:WSF h:4"""		"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT f:SP	m:Wood t:11 dg:F s:V	hw:SH3C
226	3	Support Area	2101	RCA01	Alcove, Crash Cart	m:LVT	"m:RB h:4"""	"m:GWB [54] f:P m:RWC h:4'-0"""			m:AT t:OPEN	hw:N/A SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -167 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
226	3	Support Area	2102	SRLW1	Alcove, Wheelchair / Stretcher	m:LVT	"m:RB h:4"""	"m:GWB [54] f:P m:RWC h:4'-0"""			m:AT t:OPEN	hw:N/A
226	3	Support Area	2103	JANC1	Housekeeping Aides Closet (HAC)	"m:QT m:QT [7] h:4"""		m:GWB f:SC	"m:CT [7] h:4'-0"""	m:AT f:SP	m:Wood t:1 s:U	hw:5D
226	4	Staff and Administrative Area	2104	OFA09	Office, EEG Director	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:19 dg:T s:S	hw:3G
226	4	Staff and Administrative Area	2105	OFA07	Workstation, Physician	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
226	4	Staff and Administrative Area	2106	OFA09	Office, Nurse Manager [2]	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:3E
226	4	Staff and Administrative Area	2107	OFA07	Workstation, Chief Technician	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
226	4	Staff and Administrative Area	2108	OFA07	Workstation, Technician	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
226	4	Staff and Administrative Area	2109	SL001	Lounge, Staff	m:SVT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 dg:T s:S	hw:SH-4
226	4	Staff and Administrative Area	2110	LR002	Locker Room, Staff	"m:PT m:PT h:4"""		m:GWB f:SC		m:AT	m:Wood t:1 s:S	hw:SH-4
226	4	Staff and Administrative Area	2111	TLTU1	Toilet, Staff	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64] f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"""	m:AT	m:Wood t:1 s:S	hw:2 [71] SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -168 29 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
226	5	Conference / Classroom	2112	CLR01	Conference Room / Classroom	m:CPT [6] m:LVT	"m:RB h:4"""	m:GWB [42, 64] f:P		m:AT	m:Wood t:19 dg:T s:U	hw:4J SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -169 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
230	1	Reception Area	2113	WRC01	Waiting	m:CPT [6] m:LVT	m:PRB [8]	m:GWB [5] f:P			m:AT t:OPEN	hw:N/A
230	1	Reception Area	2114	RECP1	Reception	m:CPT [6] m:LVT	m:PRB [8]	m:GWB [5] f:P		m:AT	m:Wood t:1 m:N/A t:OPEN	hw:3E
230	1	Reception Area	2115	TLTU1	Toilet, Public	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64] f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"""	m:AT	m:Wood t:19 dg:T s:S	hw:2G [71]
230	2	Administrative and Operations Area	2116	OFA09	Office, Engineering Chief	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:19 dg:T s:S	hw:3G
230	2	Administrative and Operations Area	2117	OFA09	Office, Engineering Assistant Chief [2]	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:3E
230	2	Administrative and Operations Area	2118	OFA07	Workstation, Fire and Safety Specialist	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
230	2	Administrative and Operations Area	2119	OFA07	Workstation, Industrial Hygienist	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
230	2	Administrative and Operations Area	2120	OFA07	Workstation, Project Engineer	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
230	2	Administrative and Operations Area	2121	OFA07	Workstation, Clerical	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -170 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
230	2	Administrative and Operations Area	2122	CRA02	Conference Room	m:CPT [6]	"m:RB h:4"""	m:GWB [42, 64] f:P		m:AT	m:Wood t:19 dg:T s:U	hw:4J
230	2	Administrative and Operations Area	2123	XXYYZ	Hospital Plans and Drafting Room	m:CPT [6]	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 dg:T s:U	hw:4G
230	2	Administrative and Operations Area	2124	XXYYC	Interior Design Office / Library / Workroom [2]	m:CPT [6]	"m:RB h:4"""	m:GWB [42] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:4J
230	2	Administrative and Operations Area	2125	SL001	Lounge, Staff	m:SVT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 dg:T s:S	hw:SH-4
230	2	Administrative and Operations Area	2126	LR001	Locker Room, Staff	"m:PT m:PT h:4"""		m:GWB f:SC		m:AT	m:Wood t:1 s:S	hw:SH-4
230	2	Administrative and Operations Area	2127	TLTU1	Toilet, Staff	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64] f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"""	m:AT	m:Wood t:1 s:S	hw:2 [71]
230	3	Engineering Control Center	2128	XXYYC	Engineering Control Center	m:SVT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 dg:T s:U	hw:4G
230	4	Biomedical Engineering Repair Shop	2129	OFA07	Workstation, Biomedical Engineer	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
